dialogue_key,event_key,speaker_actor_key,usage,text,next_step_key,notes
DIALOGUE_KEY_QOL_HIGH_RAID_REVISIT,EVENT_KEY_QOL_HIGH_RAID,ACTOR_KEY_SYSTEM,REVISIT,つよい けはいは\nレーダーに でている。,STEP_KEY_QOL_HIGH_RAID_END,完了後再訪会話
DIALOGUE_KEY_MAIN_ROUTE22_BRIEF_INTRO,EVENT_KEY_MAIN_ROUTE22_BRIEF,ACTOR_KEY_SYSTEM,INTRO,のこる しょうは\nトキワの ひとつ。,STEP_KEY_MAIN_ROUTE22_BRIEF_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_ROUTE22_BRIEF_COMPLETE,EVENT_KEY_MAIN_ROUTE22_BRIEF,ACTOR_KEY_SYSTEM,COMPLETE,さいごの きろくを\nととのえて こよう。,STEP_KEY_MAIN_ROUTE22_BRIEF_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_ROUTE22_BRIEF_REVISIT,EVENT_KEY_MAIN_ROUTE22_BRIEF,ACTOR_KEY_SYSTEM,REVISIT,トキワで だい8しょうを\nかくにんしよう。,STEP_KEY_MAIN_ROUTE22_BRIEF_END,完了後再訪会話
DIALOGUE_KEY_CERT_8_VIRIDIAN_INTRO,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,INTRO,だい8にんてい。\nすべての ちしきを つなぐ。,STEP_KEY_CERT_8_VIRIDIAN_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_8_VIRIDIAN_PROMPT,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_8_VIRIDIAN_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_8_VIRIDIAN_WIN,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい8しょう とうろく。,STEP_KEY_CERT_8_VIRIDIAN_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_8_VIRIDIAN_SYNC,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい8しょう とうろく。,STEP_KEY_CERT_8_VIRIDIAN_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_8_VIRIDIAN_DECLINE,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_8_VIRIDIAN_END,辞退時
DIALOGUE_KEY_CERT_8_VIRIDIAN_LOSS,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_8_VIRIDIAN_END,敗北後再試行案内
DIALOGUE_KEY_CERT_8_VIRIDIAN_REVISIT,EVENT_KEY_CERT_8_VIRIDIAN,ACTOR_KEY_SYSTEM,REVISIT,だい8しょうは\nとうろくずみ。,STEP_KEY_CERT_8_VIRIDIAN_END,認定済み
DIALOGUE_KEY_MAIN_ROUTE23_GATE_INTRO,EVENT_KEY_MAIN_ROUTE23_GATE,ACTOR_KEY_SYSTEM,INTRO,8つの しょうを\nかくにんした。,STEP_KEY_MAIN_ROUTE23_GATE_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_ROUTE23_GATE_COMPLETE,EVENT_KEY_MAIN_ROUTE23_GATE,ACTOR_KEY_SYSTEM,COMPLETE,チャンピオンロードへ\nすすむ しかくが ある。,STEP_KEY_MAIN_ROUTE23_GATE_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_ROUTE23_GATE_REVISIT,EVENT_KEY_MAIN_ROUTE23_GATE,ACTOR_KEY_SYSTEM,REVISIT,8つの しょうは\nかくにんずみ。,STEP_KEY_MAIN_ROUTE23_GATE_END,完了後再訪会話
DIALOGUE_KEY_MAIN_VICTORY_ROAD_SIGNAL_INTRO,EVENT_KEY_MAIN_VICTORY_ROAD_SIGNAL,ACTOR_KEY_SYSTEM,INTRO,8つの しょうが\nひとつの ひかりになる。,STEP_KEY_MAIN_VICTORY_ROAD_SIGNAL_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_VICTORY_ROAD_SIGNAL_COMPLETE,EVENT_KEY_MAIN_VICTORY_ROAD_SIGNAL,ACTOR_KEY_SYSTEM,COMPLETE,セキエイの うけつけへ\nしんごうを おくった。,STEP_KEY_MAIN_VICTORY_ROAD_SIGNAL_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_VICTORY_ROAD_SIGNAL_REVISIT,EVENT_KEY_MAIN_VICTORY_ROAD_SIGNAL,ACTOR_KEY_SYSTEM,REVISIT,しんごうは\nセキエイへ とどいている。,STEP_KEY_MAIN_VICTORY_ROAD_SIGNAL_END,完了後再訪会話
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_ENTRY_INTRO,EVENT_KEY_MAIN_KANTO_LEAGUE_ENTRY,ACTOR_KEY_EVENT_REN,INTRO,5つの きろくせんは\nきぞんの じゅんで すすむ。,STEP_KEY_MAIN_KANTO_LEAGUE_ENTRY_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_ENTRY_COMPLETE,EVENT_KEY_MAIN_KANTO_LEAGUE_ENTRY,ACTOR_KEY_EVENT_REN,COMPLETE,まけても きろくは\nうばわれない。,STEP_KEY_MAIN_KANTO_LEAGUE_ENTRY_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_ENTRY_REVISIT,EVENT_KEY_MAIN_KANTO_LEAGUE_ENTRY,ACTOR_KEY_EVENT_REN,REVISIT,リーグの いりぐちは\nなかの うけつけだ。,STEP_KEY_MAIN_KANTO_LEAGUE_ENTRY_END,完了後再訪会話
DIALOGUE_KEY_QOL_LEAGUE_TECH_INTRO,EVENT_KEY_QOL_LEAGUE_TECH,ACTOR_KEY_SYSTEM,INTRO,リーグの たたかいで\nおおきな ちからを みた。,STEP_KEY_QOL_LEAGUE_TECH_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_LEAGUE_TECH_COMPLETE,EVENT_KEY_QOL_LEAGUE_TECH,ACTOR_KEY_SYSTEM,COMPLETE,ものがたりの きろくに\nわざの かたちを のこす。,STEP_KEY_QOL_LEAGUE_TECH_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_LEAGUE_TECH_REVISIT,EVENT_KEY_QOL_LEAGUE_TECH,ACTOR_KEY_SYSTEM,REVISIT,リーグの ぎじゅつは\nきろくずみ。,STEP_KEY_QOL_LEAGUE_TECH_END,完了後再訪会話
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_CLEAR_INTRO,EVENT_KEY_MAIN_KANTO_LEAGUE_CLEAR,ACTOR_KEY_NARRATION,INTRO,8つの しょうと\n5つの しょうりが そろう。,STEP_KEY_MAIN_KANTO_LEAGUE_CLEAR_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_CLEAR_COMPLETE,EVENT_KEY_MAIN_KANTO_LEAGUE_CLEAR,ACTOR_KEY_NARRATION,COMPLETE,ふたつの ちほうの\nきろくが ひびきあう。,STEP_KEY_MAIN_KANTO_LEAGUE_CLEAR_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_KANTO_LEAGUE_CLEAR_REVISIT,EVENT_KEY_MAIN_KANTO_LEAGUE_CLEAR,ACTOR_KEY_NARRATION,REVISIT,カントーリーグの\nきろくは かんせい。,STEP_KEY_MAIN_KANTO_LEAGUE_CLEAR_END,完了後再訪会話
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_INTRO,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,INTRO,どうくつの おくで\nふたつの きろくが ひびく。,STEP_KEY_MAIN_CAVE_RESONANCE_PROMPT,既存取得host前の導入
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_PROMPT,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,PROMPT,つよい けはいへ\nこえを かけますか？,STEP_KEY_MAIN_CAVE_RESONANCE_CALL,取得実行確認
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_COMPLETE,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,COMPLETE,さいごの けはいが\nなかまに くわわった。,STEP_KEY_MAIN_CAVE_RESONANCE_SET_DONE,既存transaction成功後
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_SYNC,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,COMPLETE,その けはいは\nすでに こたえている。,STEP_KEY_MAIN_CAVE_RESONANCE_SET_DONE,既存claim済み同期
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_DECLINE,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,DECLINE,じゅんびを ととのえて\nまた こえを かけよう。,STEP_KEY_MAIN_CAVE_RESONANCE_END,辞退時
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_FAILURE,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,FAILURE,うけいれる ばしょを\nあけて もどろう。,STEP_KEY_MAIN_CAVE_RESONANCE_END,party/PC容量不足等
DIALOGUE_KEY_MAIN_CAVE_RESONANCE_REVISIT,EVENT_KEY_MAIN_CAVE_RESONANCE,ACTOR_KEY_SYSTEM,REVISIT,さいごの きょうめいは\nきろくずみ。,STEP_KEY_MAIN_CAVE_RESONANCE_END,取得済み再訪
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_INTRO,EVENT_KEY_MAIN_FINAL_LEAGUE_AVAILABLE,ACTOR_KEY_EVENT_REN,INTRO,スフィアの ひびきが\nふたつの ちほうを つなぐ。,STEP_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_COMPLETE,EVENT_KEY_MAIN_FINAL_LEAGUE_AVAILABLE,ACTOR_KEY_EVENT_REN,COMPLETE,さいしゅうリーグの\nいりぐちが ひらいた。,STEP_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_REVISIT,EVENT_KEY_MAIN_FINAL_LEAGUE_AVAILABLE,ACTOR_KEY_EVENT_REN,REVISIT,さいしゅうリーグは\nいつでも ちょうせんできる。,STEP_KEY_MAIN_FINAL_LEAGUE_AVAILABLE_END,完了後再訪会話
DIALOGUE_KEY_QOL_UB_SUPPLY_INTRO,EVENT_KEY_QOL_UB_SUPPLY,ACTOR_KEY_EVENT_REN,INTRO,とおい せかいの\nエネルギーが とどいた。,STEP_KEY_QOL_UB_SUPPLY_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_UB_SUPPLY_COMPLETE,EVENT_KEY_QOL_UB_SUPPLY,ACTOR_KEY_EVENT_REN,COMPLETE,きぞんの こうかんさきで\nうけとれる。,STEP_KEY_QOL_UB_SUPPLY_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_UB_SUPPLY_REVISIT,EVENT_KEY_QOL_UB_SUPPLY,ACTOR_KEY_EVENT_REN,REVISIT,エネルギーは\nこうかんさきで かくにん。,STEP_KEY_QOL_UB_SUPPLY_END,完了後再訪会話
DIALOGUE_KEY_QOL_GOLD_CAP_SUPPLY_INTRO,EVENT_KEY_QOL_GOLD_CAP_SUPPLY,ACTOR_KEY_EVENT_REN,INTRO,さいしゅういくせいの\nどうぐが そろった。,STEP_KEY_QOL_GOLD_CAP_SUPPLY_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_GOLD_CAP_SUPPLY_COMPLETE,EVENT_KEY_QOL_GOLD_CAP_SUPPLY,ACTOR_KEY_EVENT_REN,COMPLETE,XLアメと おうかんは\nきぞんの みせへ。,STEP_KEY_QOL_GOLD_CAP_SUPPLY_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_GOLD_CAP_SUPPLY_REVISIT,EVENT_KEY_QOL_GOLD_CAP_SUPPLY,ACTOR_KEY_EVENT_REN,REVISIT,さいしゅういくせいは\nみせで かくにん。,STEP_KEY_QOL_GOLD_CAP_SUPPLY_END,完了後再訪会話
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_CLEARED_INTRO,EVENT_KEY_MAIN_FINAL_LEAGUE_CLEARED,ACTOR_KEY_NARRATION,INTRO,ふたつの ちほうで\nまなんだ ことが かさなる。,STEP_KEY_MAIN_FINAL_LEAGUE_CLEARED_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_CLEARED_COMPLETE,EVENT_KEY_MAIN_FINAL_LEAGUE_CLEARED,ACTOR_KEY_NARRATION,COMPLETE,たびは おわらない。\nきろくは みちを てらす。,STEP_KEY_MAIN_FINAL_LEAGUE_CLEARED_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_FINAL_LEAGUE_CLEARED_REVISIT,EVENT_KEY_MAIN_FINAL_LEAGUE_CLEARED,ACTOR_KEY_NARRATION,REVISIT,ふたつの ちほうの\nきろくは かんせい。,STEP_KEY_MAIN_FINAL_LEAGUE_CLEARED_END,完了後再訪会話
