region,map_code,map_name,progress_stage,recommended_level_range,evolution_chain_id,root_national_no,root_name,family,types,category,integration_mode,encounter_method,encounter_level,encounter_rate,condition,stage_policy,dual_region_role,rotation_group,hidden_ability_policy,duplicate_capture_policy,implementation_note
トーホク,T026,ハクジのもり,後半A,Lv.38～48／殿堂入り後Lv.50～65,442,840,カジッチュ,カジッチュ → アップリュー → タルップル → カミッチュ → カミツオロチ,くさ／ドラゴン,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K28,ディグダのあな,認定章2～3,Lv.76～83,443,843,スナヘビ,スナヘビ → サダイジャ,じめん,通常生態,外来生態レイヤーへ追加,いわくだき／DexNav,Lv.76～83,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T505,505ばんどうろ／すいどう,序盤B,Lv.10～14,443,843,スナヘビ,スナヘビ → サダイジャ,じめん,通常生態,外来生態レイヤーへ追加,いわくだき／DexNav,Lv.10～14,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K25,25ばんどうろ,認定章1～2,Lv.75～80,444,845,ウッウ,ウッウ,ひこう／みず,通常生態,外来生態レイヤーへ追加,水上オーバーレイ,Lv.75～80,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T509,509ばんどうろ／すいどう,中盤A,Lv.21～27,444,845,ウッウ,ウッウ,ひこう／みず,通常生態,外来生態レイヤーへ追加,水上オーバーレイ,Lv.21～27,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K19,19ばんどうろ,認定章5後,Lv.87～92,445,846,サシカマス,サシカマス → カマスジョー,みず,通常生態,外来生態レイヤーへ追加,釣りオーバーレイ,Lv.87～92,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T507,507ばんどうろ／すいどう,中盤A,Lv.17～23,445,846,サシカマス,サシカマス → カマスジョー,みず,通常生態,外来生態レイヤーへ追加,釣りオーバーレイ,Lv.17～23,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K40,むじんはつでんしょ,認定章2～6,Lv.82～94,446,848,エレズン,エレズン → ストリンダー,どく／でんき,ベビィ含有,外来生態レイヤーへ追加,DexNav隠し枠／低確率タマゴ,Lv.82～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,ベビィはタマゴ／DexNav。通常草むらは非ベビィ基礎種,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T029,かみなりのしま,中盤B,Lv.30～40／殿堂入り後Lv.55～70,446,848,エレズン,エレズン → ストリンダー,どく／でんき,ベビィ含有,外来生態レイヤーへ追加,DexNav隠し枠／低確率タマゴ,Lv.30～40／殿堂入り後Lv.55～70,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ベビィはタマゴ／DexNav。通常草むらは非ベビィ基礎種,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K39,ポケモンやしき,認定章6～7,Lv.91～98,447,850,ヤクデ,ヤクデ → マルヤクデ,むし／ほのお,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.91～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T028,ひのしま,中盤B,Lv.30～40／殿堂入り後Lv.55～70,447,850,ヤクデ,ヤクデ → マルヤクデ,むし／ほのお,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K22,22ばんどうろ,認定章7前後,Lv.90～95,448,852,タタッコ,タタッコ → オトスパス,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.90～95,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T522,522ばんどうろ／すいどう,後半B,Lv.47～54,448,852,タタッコ,タタッコ → オトスパス,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.47～54,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K31,ポケモンタワー,認定章3～4,Lv.82～90,449,854,ヤバチャ,ヤバチャ → ポットデス,ゴースト,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.82～90,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T025,こころのやかた,序盤B,Lv.8～13／殿堂入り後Lv.45～48,449,854,ヤバチャ,ヤバチャ → ポットデス,ゴースト,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K41,シルフカンパニー,認定章5～6,Lv.90～97（異常遭遇）,450,856,ミブリム,ミブリム → テブリム → ブリムオン,エスパー／フェアリー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.90～97（異常遭遇）,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T025,こころのやかた,序盤B,Lv.8～13／殿堂入り後Lv.45～48,450,856,ミブリム,ミブリム → テブリム → ブリムオン,エスパー／フェアリー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K32,ロケットだんアジト跡,認定章3～4,Lv.83～91,451,859,ベロバー,ベロバー → ギモー → オーロンゲ,あく／フェアリー,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.83～91,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T035,D・Hだんアジト,後半A,Lv.44～57／殿堂入り後Lv.65～80,451,859,ベロバー,ベロバー → ギモー → オーロンゲ,あく／フェアリー,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K33,タマムシ温室,認定章4前後,Lv.82～90,452,868,マホミル,マホミル → マホイップ,フェアリー,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T519,519ばんどうろ／すいどう,後半A,Lv.41～48,452,868,マホミル,マホミル → マホイップ,フェアリー,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.41～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K42,チャンピオンロード,認定章8後,Lv.94～100,453,870,タイレーツ,タイレーツ,かくとう,人工・無機物,外来生態レイヤーへ追加,屋内異常遭遇／DexNav,Lv.94～100,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T042,チャンピオンロード,リーグ前,Lv.58～66／殿堂入り後Lv.70～88,453,870,タイレーツ,タイレーツ,かくとう,人工・無機物,外来生態レイヤーへ追加,屋内異常遭遇／DexNav,Lv.58～66／殿堂入り後Lv.70～88,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K20,20ばんどうろ,認定章5後,Lv.88～93,454,871,バチンウニ,バチンウニ,でんき,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.88～93,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T512,512ばんどうろ／すいどう,中盤B,Lv.27～33,454,871,バチンウニ,バチンウニ,でんき,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.27～33,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K38,ふたごじま,認定章5～6,Lv.88～96,455,872,ユキハミ,ユキハミ → モスノウ,むし／こおり,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T030,こおりのしま,中盤B,Lv.30～40／殿堂入り後Lv.55～70,455,872,ユキハミ,ユキハミ → モスノウ,むし／こおり,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K37,サファリゾーン西,認定章5前後,Lv.85～94,456,874,イシヘンジン,イシヘンジン,いわ,人工・無機物,外来生態レイヤーへ追加,いわくだき／DexNav,Lv.85～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T521,521ばんどうろ／すいどう,後半B,Lv.45～52,456,874,イシヘンジン,イシヘンジン,いわ,人工・無機物,外来生態レイヤーへ追加,いわくだき／DexNav,Lv.45～52,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K38,ふたごじま,認定章5～6,Lv.88～96,457,875,コオリッポ,コオリッポ,こおり,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T030,こおりのしま,中盤B,Lv.30～40／殿堂入り後Lv.55～70,457,875,コオリッポ,コオリッポ,こおり,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K41,シルフカンパニー,認定章5～6,Lv.90～97（異常遭遇）,458,876,イエッサン,イエッサン,ノーマル／エスパー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.90～97（異常遭遇）,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T519,519ばんどうろ／すいどう,後半A,Lv.41～48,458,876,イエッサン,イエッサン,ノーマル／エスパー,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.41～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K07,7ばんどうろ,認定章3前後,Lv.78～83,459,877,モルペコ,モルペコ,でんき／あく,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.78～83,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T515,515ばんどうろ／すいどう,中盤C,Lv.33～40,459,877,モルペコ,モルペコ,でんき／あく,人工・無機物,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.33～40,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
